stn;time;fu3010h1;gre000h0;tre200h0;rre150h0;fu3010h0
NABZUE;2022102011;14.8;271;16.5;0.0;8.6
NABZUE;2022102012;20.2;240;17.3;0.0;11.9
NABZUE;2022102013;18.7;164;17.2;0.0;7.2
NABZUE;2022102014;10.8;110;18.0;0.0;5.0
NABZUE;2022102015;9.0;99;18.1;0.0;4.3
NABZUE;2022102016;8.6;41;18.0;0.0;5.0
NABZUE;2022102017;7.6;3;17.5;0.0;4.0
NABZUE;2022102018;7.6;-1;17.2;0.1;3.2
NABZUE;2022102019;11.2;-2;16.7;0.1;4.0
NABZUE;2022102020;35.6;-1;16.1;0.6;9.4
NABZUE;2022102021;21.2;-1;16.0;0.0;6.8
NABZUE;2022102022;12.6;-1;16.0;0.0;5.0
NABZUE;2022102023;15.8;0;15.7;0.0;5.0
NABZUE;2022102100;15.8;0;15.1;0.0;8.6
NABZUE;2022102101;23.0;0;15.1;0.0;8.6
NABZUE;2022102102;12.2;0;14.7;0.4;6.8
NABZUE;2022102103;8.3;-1;14.6;0.2;3.6
NABZUE;2022102104;16.6;-1;14.8;0.1;8.3
NABZUE;2022102105;19.1;-1;14.4;0.0;8.6
NABZUE;2022102106;11.5;-1;14.3;0.0;3.6
NABZUE;2022102107;26.6;7;14.6;1.3;10.1
NABZUE;2022102108;27.4;42;15.0;0.0;10.4
NABZUE;2022102109;50.8;46;15.6;0.3;11.5
NABZUE;2022102110;24.8;39;16.1;0.5;7.6
NABZUE;2022102111;18.4;47;15.7;1.4;7.2
NABZUE;2022102112;9.0;63;15.6;1.0;5.0
NABZUE;2022102113;9.0;180;15.9;0.3;5.0
NABZUE;2022102114;7.6;146;16.4;0.0;2.9
NABZUE;2022102115;10.8;85;16.8;0.0;2.9
NABZUE;2022102116;13.7;30;16.4;0.0;8.3
NABZUE;2022102117;15.5;0;16.1;0.0;6.5
NABZUE;2022102118;12.6;-1;15.7;0.0;5.4
NABZUE;2022102119;11.9;-1;15.6;0.3;6.8
NABZUE;2022102120;13.3;-1;15.2;0.5;6.8
NABZUE;2022102121;10.4;-1;14.9;0.4;5.0
NABZUE;2022102122;7.6;-1;15.0;0.9;2.9
NABZUE;2022102123;7.6;0;14.8;1.9;2.9
NABZUE;2022102200;22.7;0;14.9;2.9;5.8
NABZUE;2022102201;5.8;0;14.6;0.8;2.5
NABZUE;2022102202;11.5;-1;14.6;1.0;5.8
NABZUE;2022102203;16.2;-2;14.5;0.7;9.0
NABZUE;2022102204;12.2;-2;14.5;0.7;6.8
NABZUE;2022102205;12.6;-3;14.3;0.9;6.1
NABZUE;2022102206;19.1;-2;14.2;0.4;9.0
NABZUE;2022102207;21.6;9;14.4;0.4;9.0
NABZUE;2022102208;10.1;128;14.7;0.0;5.0
NABZUE;2022102209;12.2;263;15.5;0.0;6.5
NABZUE;2022102210;9.7;462;16.4;0.0;5.0
NABZUE;2022102211;11.9;548;17.9;0.0;4.3
NABZUE;2022102212;14.0;470;19.1;0.0;6.1
NABZUE;2022102213;14.8;503;19.8;0.0;6.5
NABZUE;2022102214;15.5;383;19.9;0.0;8.6
NABZUE;2022102215;20.5;242;19.5;0.0;10.4
NABZUE;2022102216;15.1;91;18.9;0.0;7.9
NABZUE;2022102217;9.4;3;17.5;0.0;5.8
NABZUE;2022102218;11.5;-2;16.3;0.0;6.8
NABZUE;2022102219;12.2;-2;15.3;0.0;6.1
NABZUE;2022102220;9.4;-1;14.4;0.0;3.6
NABZUE;2022102221;8.6;-1;13.9;0.0;4.0
NABZUE;2022102222;6.5;-1;13.3;0.0;3.2
NABZUE;2022102223;4.3;-1;12.9;0.0;2.2
NABZUE;2022102300;7.2;-1;12.5;0.0;2.9
NABZUE;2022102301;10.4;-1;12.6;0.0;6.1
NABZUE;2022102302;5.8;-1;12.1;0.0;2.5
NABZUE;2022102303;10.4;-1;12.0;0.0;4.3
NABZUE;2022102304;9.0;-1;11.6;0.0;4.7
NABZUE;2022102305;10.4;-1;11.3;0.0;4.7
NABZUE;2022102306;16.6;-1;10.7;0.0;6.5
NABZUE;2022102307;12.2;27;10.3;0.0;6.8
NABZUE;2022102308;9.7;101;10.4;0.0;5.4
NABZUE;2022102309;10.4;163;11.1;0.0;5.4
NABZUE;2022102310;11.9;291;12.5;0.0;5.8
NABZUE;2022102311;14.0;424;15.0;0.0;6.8
NABZUE;2022102312;15.8;321;16.6;0.0;9.0
NABZUE;2022102313;12.2;285;17.6;0.0;6.8
NABZUE;2022102314;16.2;251;18.2;0.0;6.5
NABZUE;2022102315;16.2;89;18.1;0.0;6.5
NABZUE;2022102316;18.4;20;17.7;0.1;6.1
NABZUE;2022102317;26.6;3;17.1;0.0;11.9
NABZUE;2022102318;11.2;0;17.2;0.0;6.1
NABZUE;2022102319;22.0;-1;16.8;0.3;6.5
NABZUE;2022102320;60.1;-2;19.8;0.0;18.7
NABZUE;2022102321;55.8;-3;18.3;0.1;26.3
NABZUE;2022102322;51.8;-2;16.8;1.9;18.0
NABZUE;2022102323;15.5;0;16.0;0.0;5.0
NABZUE;2022102400;15.5;0;15.9;0.0;6.8
NABZUE;2022102401;45.0;-1;17.0;0.0;15.1
NABZUE;2022102402;52.2;-2;18.6;0.0;18.4
NABZUE;2022102403;46.4;-1;18.3;0.0;18.7
NABZUE;2022102404;67.7;-3;17.6;0.1;20.2
NABZUE;2022102405;44.3;-2;17.1;0.0;16.2
NABZUE;2022102406;15.1;-1;15.9;0.0;5.0
NABZUE;2022102407;12.2;5;15.4;0.2;5.4
NABZUE;2022102408;10.8;33;15.5;0.2;4.3
NABZUE;2022102409;14.4;38;15.3;0.8;6.5
NABZUE;2022102410;9.7;37;15.5;0.4;3.2
NABZUE;2022102411;28.8;57;14.6;3.5;11.2
NABZUE;2022102412;41.4;63;14.8;0.1;12.2
NABZUE;2022102413;30.6;52;14.9;1.1;15.1
NABZUE;2022102414;44.3;48;15.4;0.1;15.1
NABZUE;2022102415;25.9;38;15.0;0.3;10.1
NABZUE;2022102416;20.9;23;15.0;0.0;9.0
NABZUE;2022102417;14.8;2;14.7;0.0;5.0
NABZUE;2022102418;29.2;-1;15.2;0.0;9.4
NABZUE;2022102419;12.2;-2;14.7;0.0;5.4
NABZUE;2022102420;7.6;-2;13.2;0.0;3.2
NABZUE;2022102421;7.9;-1;12.3;0.0;4.0
NABZUE;2022102422;9.4;-1;11.7;0.0;4.0
NABZUE;2022102423;13.3;-1;11.9;0.0;4.0
NABZUE;2022102500;12.2;0;12.1;0.2;3.2
NABZUE;2022102501;12.6;-1;12.5;0.7;7.2
NABZUE;2022102502;14.4;-1;13.1;0.2;6.8
NABZUE;2022102503;20.2;-1;12.9;0.0;7.9
NABZUE;2022102504;9.7;-1;12.6;0.0;5.0
NABZUE;2022102505;8.6;-1;11.8;0.0;4.3
NABZUE;2022102506;5.8;0;11.6;0.0;3.2
NABZUE;2022102507;6.1;26;11.8;0.0;4.0
NABZUE;2022102508;6.1;149;12.4;0.0;2.2
NABZUE;2022102509;6.8;335;13.7;0.0;2.9
NABZUE;2022102510;10.1;416;15.1;0.0;4.7
NABZUE;2022102511;11.5;440;16.6;0.0;5.0
NABZUE;2022102512;10.4;511;17.8;0.0;4.3
NABZUE;2022102513;11.5;479;18.5;0.0;5.4
NABZUE;2022102514;12.2;374;19.1;0.0;6.1
NABZUE;2022102515;8.6;161;18.8;0.0;4.3
NABZUE;2022102516;9.4;47;18.0;0.0;4.3
NABZUE;2022102517;7.9;1;16.8;0.0;3.6
NABZUE;2022102518;8.6;-1;15.4;0.0;3.6
NABZUE;2022102519;9.0;-1;15.2;0.0;3.6
NABZUE;2022102520;4.7;-1;14.8;0.0;1.8
NABZUE;2022102521;6.5;0;14.6;0.0;3.6
NABZUE;2022102522;9.0;0;14.3;0.0;5.4
NABZUE;2022102523;14.4;-1;14.1;0.0;6.5
NABZUE;2022102600;10.8;-1;14.1;0.3;4.3
NABZUE;2022102601;16.2;-2;13.8;0.1;6.8
NABZUE;2022102602;35.3;-1;13.3;0.6;10.1
NABZUE;2022102603;21.6;-1;13.2;0.2;6.8
NABZUE;2022102604;25.2;-1;13.8;1.0;11.2
NABZUE;2022102605;11.2;-1;13.9;0.0;5.4
NABZUE;2022102606;23.0;-1;14.0;0.2;7.6
NABZUE;2022102607;12.2;8;14.1;1.0;4.7
NABZUE;2022102608;15.8;114;14.4;0.0;5.0
NABZUE;2022102609;12.6;214;15.1;0.0;4.0
NABZUE;2022102610;21.2;385;16.3;0.0;10.1
NABZUE;2022102611;20.5;486;18.3;0.0;10.8
NABZUE;2022102612;18.7;489;19.8;0.0;7.6
NABZUE;2022102613;19.4;452;20.1;0.0;12.2
NABZUE;2022102614;16.9;307;20.0;0.0;10.4
NABZUE;2022102615;15.1;194;19.9;0.0;7.6
NABZUE;2022102616;13.7;65;19.2;0.0;8.3
NABZUE;2022102617;11.2;1;18.0;0.0;5.8
NABZUE;2022102618;11.2;-2;16.9;0.0;6.5
NABZUE;2022102619;10.1;-2;15.8;0.0;5.4
NABZUE;2022102620;8.6;-1;14.9;0.0;5.0
NABZUE;2022102621;8.6;-2;14.4;0.0;4.7
NABZUE;2022102622;7.2;-1;13.7;0.0;4.0
NABZUE;2022102623;7.9;-1;12.9;0.0;4.0
NABZUE;2022102700;5.8;-1;12.8;0.0;2.9
NABZUE;2022102701;9.0;-1;12.4;0.0;4.0
NABZUE;2022102702;9.0;-1;12.2;0.0;4.3
NABZUE;2022102703;6.5;-1;12.0;0.0;4.0
NABZUE;2022102704;7.2;-1;11.9;0.0;4.3
NABZUE;2022102705;6.1;0;11.8;0.0;3.6
NABZUE;2022102706;8.6;0;11.7;0.0;4.7
NABZUE;2022102707;7.6;13;11.2;0.0;4.7
NABZUE;2022102708;9.7;93;11.0;0.0;4.7
NABZUE;2022102709;9.7;259;11.6;0.0;6.1
NABZUE;2022102710;10.4;430;13.7;0.0;5.8
NABZUE;2022102711;9.7;489;16.8;0.0;5.4
NABZUE;2022102712;11.2;495;18.7;0.0;4.7
NABZUE;2022102713;6.5;448;20.4;0.0;2.5
NABZUE;2022102714;12.2;350;21.3;0.0;5.0
NABZUE;2022102715;11.9;201;21.5;0.0;5.4
NABZUE;2022102716;17.3;64;19.8;0.0;9.0
NABZUE;2022102717;17.3;1;18.2;0.0;8.3
NABZUE;2022102718;12.2;-2;17.2;0.0;6.5
NABZUE;2022102719;10.1;-2;16.2;0.0;5.0
NABZUE;2022102720;6.8;-1;15.0;0.0;3.6
NABZUE;2022102721;6.8;-1;14.2;0.0;3.6
NABZUE;2022102722;7.6;-1;13.6;0.0;3.6
NABZUE;2022102723;6.8;-1;13.4;0.0;3.2
NABZUE;2022102800;4.0;-1;12.8;0.0;1.8
NABZUE;2022102801;8.3;-1;12.7;0.0;4.0
NABZUE;2022102802;6.5;-1;12.4;0.0;3.2
NABZUE;2022102803;9.0;-1;12.1;0.0;4.3
NABZUE;2022102804;7.2;-1;11.8;0.0;3.2
NABZUE;2022102805;8.3;-1;11.7;0.0;3.2
NABZUE;2022102806;6.8;0;11.5;0.0;3.2
NABZUE;2022102807;17.3;13;12.2;0.0;4.7
NABZUE;2022102808;19.4;66;13.1;0.0;5.8
NABZUE;2022102809;7.9;149;13.9;0.0;4.0
NABZUE;2022102810;10.4;286;14.9;0.0;4.7
NABZUE;2022102811;11.2;262;16.6;0.0;2.9
NABZUE;2022102812;11.2;267;18.0;0.0;4.7
NABZUE;2022102813;11.9;163;18.7;0.0;6.5
NABZUE;2022102814;13.3;183;18.6;0.0;6.8
NABZUE;2022102815;13.3;169;19.2;0.0;6.5
NABZUE;2022102816;11.2;58;19.1;0.0;5.4
NABZUE;2022102817;13.3;1;17.5;0.0;5.4
NABZUE;2022102818;11.2;-2;15.9;0.0;4.3
NABZUE;2022102819;5.4;-1;15.1;0.0;2.5
NABZUE;2022102820;5.0;-1;14.6;0.0;2.5
NABZUE;2022102821;6.8;-1;14.7;0.0;2.5
NABZUE;2022102822;7.6;-1;14.0;0.0;5.0
NABZUE;2022102823;5.0;-1;13.5;0.0;2.5
NABZUE;2022102900;9.0;-1;13.5;0.0;2.9
NABZUE;2022102901;8.3;0;13.7;0.0;3.2
NABZUE;2022102902;8.3;-1;13.5;0.0;4.3
NABZUE;2022102903;12.2;-1;13.6;0.0;5.8
NABZUE;2022102904;6.8;-1;12.8;0.0;2.9
NABZUE;2022102905;4.3;-1;12.0;0.0;2.2
NABZUE;2022102906;7.9;-1;11.7;0.0;3.6
NABZUE;2022102907;7.9;37;12.0;0.0;4.0
NABZUE;2022102908;7.6;146;12.7;0.0;3.6
NABZUE;2022102909;7.9;260;14.1;0.0;5.0
NABZUE;2022102910;8.3;353;15.9;0.0;5.0
NABZUE;2022102911;9.4;447;18.3;0.0;4.7
NABZUE;2022102912;11.2;412;20.1;0.0;6.1
NABZUE;2022102913;12.6;374;20.7;0.0;6.5
NABZUE;2022102914;13.7;273;21.4;0.0;6.8
NABZUE;2022102915;10.8;138;21.1;0.0;5.8
NABZUE;2022102916;7.9;44;20.0;0.0;3.2
NABZUE;2022102917;8.3;-1;17.9;0.0;4.3
NABZUE;2022102918;7.2;-2;16.7;0.0;4.3
NABZUE;2022102919;6.1;-1;15.8;0.0;4.0
NABZUE;2022102920;6.8;-1;15.0;0.0;4.0
NABZUE;2022102921;6.1;-1;14.2;0.0;3.6
NABZUE;2022102922;5.4;-1;13.5;0.0;3.2
NABZUE;2022102923;3.2;-1;13.0;0.0;1.8
NABZUE;2022103000;4.7;-1;12.7;0.0;2.2
NABZUE;2022103001;4.0;-1;12.3;0.0;2.2
NABZUE;2022103002;7.6;-1;12.1;0.0;2.9
NABZUE;2022103003;5.8;-1;11.9;0.0;2.9
NABZUE;2022103004;6.5;-1;11.9;0.0;4.0
NABZUE;2022103005;8.6;-1;11.5;0.0;3.6
NABZUE;2022103006;7.2;-1;11.3;0.0;4.3
NABZUE;2022103007;6.8;24;10.9;0.0;3.6
NABZUE;2022103008;8.6;120;11.2;0.0;4.0
NABZUE;2022103009;9.0;247;12.2;0.0;5.8
NABZUE;2022103010;10.4;293;13.5;0.0;5.8
NABZUE;2022103011;6.8;350;15.5;0.0;3.6
NABZUE;2022103012;7.6;294;17.4;0.0;4.3
NABZUE;2022103013;9.0;267;18.4;0.0;3.2
NABZUE;2022103014;9.0;221;18.5;0.0;5.4
NABZUE;2022103015;18.0;139;17.5;0.0;9.7
NABZUE;2022103016;18.0;64;16.7;0.0;10.1
NABZUE;2022103017;16.6;0;16.0;0.0;7.2
NABZUE;2022103018;12.6;-2;15.2;0.0;5.4
NABZUE;2022103019;5.0;-2;14.0;0.0;2.5
NABZUE;2022103020;6.5;-2;13.4;0.0;3.6
NABZUE;2022103021;4.3;-1;12.6;0.0;2.2
NABZUE;2022103022;5.0;-1;12.2;0.0;2.2
NABZUE;2022103023;6.1;-1;11.5;0.0;2.5
NABZUE;2022103100;6.1;-1;11.0;0.0;2.5
NABZUE;2022103101;5.0;-1;10.6;0.0;2.2
NABZUE;2022103102;5.4;-1;10.3;0.0;2.9
NABZUE;2022103103;5.0;-1;10.2;0.0;2.9
NABZUE;2022103104;9.0;-1;10.0;0.0;4.0
NABZUE;2022103105;10.4;-1;9.4;0.0;5.8
NABZUE;2022103106;11.2;0;8.7;0.0;6.1
NABZUE;2022103107;10.1;22;9.0;0.0;4.3
NABZUE;2022103108;7.9;61;9.4;0.0;3.6
NABZUE;2022103109;8.3;129;10.1;0.0;3.6
NABZUE;2022103110;8.3;231;11.1;0.0;3.2
NABZUE;2022103111;9.0;169;12.3;0.0;4.3
NABZUE;2022103112;10.8;282;13.6;0.0;3.2
NABZUE;2022103113;6.1;444;15.9;0.0;2.2
NABZUE;2022103114;13.7;332;16.8;0.0;7.6
NABZUE;2022103115;13.3;174;16.2;0.0;7.2
NABZUE;2022103116;13.0;46;15.8;0.0;6.8
NABZUE;2022103117;12.2;-1;14.9;0.0;5.8
NABZUE;2022103118;10.4;-1;14.2;0.0;4.3
NABZUE;2022103119;8.3;-1;14.0;0.0;4.3
NABZUE;2022103120;9.7;-1;13.1;0.0;4.0
NABZUE;2022103121;18.4;-1;13.0;0.0;8.3
NABZUE;2022103122;14.8;-1;13.2;0.0;7.2
NABZUE;2022103123;11.9;-1;12.8;0.0;4.7
NABZUE;2022110100;5.8;-1;12.2;0.0;2.2
NABZUE;2022110101;6.5;0;12.3;0.0;3.2
NABZUE;2022110102;9.4;-1;12.1;0.0;3.2
NABZUE;2022110103;9.7;0;12.4;0.0;4.3
NABZUE;2022110104;14.0;0;12.6;0.0;5.8
NABZUE;2022110105;46.8;0;13.8;0.0;14.4
NABZUE;2022110106;51.8;-1;15.3;0.0;20.2
NABZUE;2022110107;34.2;3;14.9;0.0;10.1
NABZUE;2022110108;23.8;43;15.0;0.1;5.0
NABZUE;2022110109;20.9;69;15.5;0.0;5.8
NABZUE;2022110110;23.4;87;15.8;0.0;7.9
NABZUE;2022110111;29.5;227;16.5;0.0;9.4
NABZUE;2022110112;25.6;150;16.5;0.0;13.3
NABZUE;2022110113;28.4;171;16.4;0.0;9.0
NABZUE;2022110114;13.0;210;16.9;0.0;5.0
NABZUE;2022110115;17.6;90;17.2;0.0;5.8
NABZUE;2022110116;14.0;29;17.1;0.0;6.1
NABZUE;2022110117;20.2;0;16.3;0.0;8.3
NABZUE;2022110118;18.0;0;15.2;0.0;9.4
NABZUE;2022110119;11.2;0;14.6;0.0;6.5
NABZUE;2022110120;10.8;0;14.2;0.0;5.0
NABZUE;2022110121;6.1;0;14.0;0.0;2.9
NABZUE;2022110122;8.3;-1;13.7;0.0;3.6
NABZUE;2022110123;10.1;-1;12.9;0.0;4.3
NABZUE;2022110200;10.1;-1;12.1;0.0;4.0
NABZUE;2022110201;9.0;-1;11.9;0.0;4.0
NABZUE;2022110202;5.8;0;12.2;0.0;2.9
NABZUE;2022110203;8.3;0;12.4;0.0;3.2
NABZUE;2022110204;13.7;0;12.6;0.0;7.2
NABZUE;2022110205;14.0;0;13.1;0.0;8.6
NABZUE;2022110206;9.7;-1;12.9;0.0;4.0
NABZUE;2022110207;6.5;5;12.7;0.2;3.2
NABZUE;2022110208;10.8;44;12.9;0.3;4.0
NABZUE;2022110209;13.3;99;13.6;0.0;6.1
NABZUE;2022110210;18.7;167;14.1;0.0;7.6
NABZUE;2022110211;18.4;234;14.5;0.0;9.0
NABZUE;2022110212;14.8;237;14.6;0.0;5.4
NABZUE;2022110213;10.4;256;14.9;0.0;5.0
NABZUE;2022110214;10.1;295;15.4;0.0;4.3
NABZUE;2022110215;15.8;102;15.1;0.0;6.5
NABZUE;2022110216;10.8;54;14.6;0.0;5.4
NABZUE;2022110217;10.1;-1;13.3;0.0;3.2
NABZUE;2022110218;7.9;-2;12.3;0.0;4.7
NABZUE;2022110219;10.8;-2;11.5;0.0;4.3
NABZUE;2022110220;5.4;-1;10.9;0.0;2.9
NABZUE;2022110221;9.4;-1;10.7;0.0;3.6
NABZUE;2022110222;7.2;-1;9.9;0.0;3.2
NABZUE;2022110223;10.1;-1;9.8;0.0;5.4
NABZUE;2022110300;8.3;-1;9.3;0.0;5.0
NABZUE;2022110301;6.1;-1;8.9;0.0;3.6
NABZUE;2022110302;8.3;-1;8.2;0.0;3.6
NABZUE;2022110303;7.6;-1;7.9;0.0;3.6
NABZUE;2022110304;6.1;-1;7.6;0.0;4.0
NABZUE;2022110305;6.1;0;7.7;0.0;2.9
NABZUE;2022110306;10.1;0;8.2;0.0;4.0
NABZUE;2022110307;11.9;8;7.8;0.0;6.8
NABZUE;2022110308;9.4;43;8.0;0.0;5.0
NABZUE;2022110309;11.2;69;8.2;0.0;5.4
NABZUE;2022110310;14.4;144;8.5;0.0;8.3
NABZUE;2022110311;10.1;365;10.1;0.0;4.0
NABZUE;2022110312;10.8;271;11.6;0.0;5.4
NABZUE;2022110313;18.4;136;12.4;0.0;7.6
NABZUE;2022110314;20.5;78;12.5;0.0;8.6
NABZUE;2022110315;18.0;41;11.9;0.0;7.6
NABZUE;2022110316;16.9;13;11.5;0.0;6.8
NABZUE;2022110317;14.8;0;11.5;0.0;7.9
NABZUE;2022110318;17.6;-1;11.5;0.0;7.6
NABZUE;2022110319;16.2;0;10.9;0.0;5.8
NABZUE;2022110320;14.8;0;11.3;0.1;7.2
NABZUE;2022110321;27.4;-1;11.2;1.7;6.8
NABZUE;2022110322;38.9;-1;11.3;3.2;15.1
NABZUE;2022110323;50.0;-1;11.3;0.1;19.1
NABZUE;2022110400;39.6;-1;10.8;0.0;21.6
NABZUE;2022110401;36.0;0;10.5;0.0;18.7
NABZUE;2022110402;40.7;0;10.7;0.0;15.1
NABZUE;2022110403;27.0;-1;10.1;0.0;9.7
NABZUE;2022110404;27.7;0;9.8;0.0;8.6
NABZUE;2022110405;18.0;-1;9.7;0.0;7.6
NABZUE;2022110406;15.1;-1;9.7;0.0;5.8
NABZUE;2022110407;19.8;6;9.8;0.0;7.2
NABZUE;2022110408;13.3;59;9.9;0.0;4.3
NABZUE;2022110409;18.0;128;10.3;0.0;7.9
NABZUE;2022110410;12.2;204;10.9;0.0;5.4
NABZUE;2022110411;20.9;234;11.5;0.0;9.0
NABZUE;2022110412;18.4;220;11.7;0.0;9.0
NABZUE;2022110413;20.2;209;11.9;0.0;8.6
NABZUE;2022110414;19.1;130;11.9;0.0;8.3
NABZUE;2022110415;16.6;77;11.7;0.0;7.9
NABZUE;2022110416;19.1;15;11.2;0.0;10.8
NABZUE;2022110417;14.4;0;10.6;0.0;7.9
NABZUE;2022110418;23.4;0;9.9;0.0;11.9
NABZUE;2022110419;19.4;0;9.3;0.0;11.2
NABZUE;2022110420;21.6;-1;8.8;0.2;10.8
NABZUE;2022110421;23.0;-1;8.4;0.0;10.4
NABZUE;2022110422;22.3;-1;8.2;0.0;8.6
NABZUE;2022110423;20.2;0;8.3;0.0;6.1
NABZUE;2022110500;22.0;0;8.4;0.0;6.1
NABZUE;2022110501;12.6;0;8.4;0.0;4.7
NABZUE;2022110502;16.6;0;8.5;0.0;5.4
NABZUE;2022110503;16.9;0;8.5;0.0;7.2
NABZUE;2022110504;20.9;0;8.2;0.0;7.2
NABZUE;2022110505;17.6;-1;8.0;0.3;5.8
NABZUE;2022110506;12.2;-1;7.7;0.3;4.0
NABZUE;2022110507;11.5;3;7.6;0.2;4.7
NABZUE;2022110508;13.7;21;7.4;1.7;6.5
NABZUE;2022110509;13.3;46;7.6;2.1;5.0
NABZUE;2022110510;9.4;89;8.2;0.1;3.6
NABZUE;2022110511;12.6;140;8.9;0.0;6.1
NABZUE;2022110512;16.9;173;9.4;0.0;7.6
NABZUE;2022110513;17.3;189;9.5;0.0;8.3
NABZUE;2022110514;20.5;64;8.8;1.9;6.5
NABZUE;2022110515;12.6;52;8.2;0.1;6.1
NABZUE;2022110516;11.2;28;8.5;0.0;6.8
NABZUE;2022110517;10.4;0;8.5;0.0;5.4
NABZUE;2022110518;9.7;-1;8.4;0.0;4.7
NABZUE;2022110519;6.1;0;8.2;0.0;3.6
NABZUE;2022110520;6.1;-1;7.6;0.0;2.9
NABZUE;2022110521;5.0;-1;7.1;0.0;2.5
NABZUE;2022110522;6.5;-1;6.4;0.0;3.6
NABZUE;2022110523;7.2;-1;6.1;0.0;4.0
NABZUE;2022110600;8.3;0;5.8;0.0;4.0
NABZUE;2022110601;9.4;0;5.6;0.0;2.9
NABZUE;2022110602;11.5;0;5.1;0.0;4.3
NABZUE;2022110603;13.3;0;4.6;0.0;5.8
NABZUE;2022110604;17.6;0;3.9;0.0;7.9
NABZUE;2022110605;16.6;0;3.7;0.0;7.9
NABZUE;2022110606;14.8;0;3.7;0.0;6.5
NABZUE;2022110607;14.8;8;3.7;0.0;6.8
NABZUE;2022110608;15.1;46;3.4;0.0;6.5
NABZUE;2022110609;13.0;110;4.1;0.0;7.9
NABZUE;2022110610;15.1;188;5.1;0.0;7.2
NABZUE;2022110611;13.7;229;5.8;0.0;6.1
NABZUE;2022110612;14.4;271;6.6;0.0;5.0
NABZUE;2022110613;15.5;316;7.2;0.0;5.4
NABZUE;2022110614;10.8;116;7.3;0.0;4.3
NABZUE;2022110615;11.9;149;8.0;0.0;4.7
NABZUE;2022110616;15.1;26;8.1;0.0;9.4
NABZUE;2022110617;16.9;0;8.2;0.0;9.7
NABZUE;2022110618;18.0;-1;8.4;0.0;8.6
NABZUE;2022110619;16.9;0;8.7;0.0;7.2
NABZUE;2022110620;11.2;0;9.1;0.0;4.3
NABZUE;2022110621;7.2;-1;9.2;0.0;2.5
NABZUE;2022110622;13.3;0;9.5;0.0;4.0
NABZUE;2022110623;13.3;0;9.5;0.0;4.3
NABZUE;2022110700;14.8;-1;8.7;0.0;6.5
NABZUE;2022110701;10.8;-1;8.2;0.0;4.0
NABZUE;2022110702;8.6;0;8.6;0.0;2.9
NABZUE;2022110703;10.4;-1;8.2;0.0;4.3
NABZUE;2022110704;19.1;-1;8.3;0.0;5.8
NABZUE;2022110705;8.3;-1;7.1;0.0;3.2
NABZUE;2022110706;14.0;-1;6.8;0.0;5.4
NABZUE;2022110707;7.9;22;6.9;0.0;3.2
NABZUE;2022110708;8.6;119;7.3;0.0;3.6
NABZUE;2022110709;23.8;270;10.1;0.0;7.9
NABZUE;2022110710;36.7;375;13.3;0.0;15.5
NABZUE;2022110711;41.0;389;14.8;0.0;15.5
NABZUE;2022110712;30.6;444;15.7;0.0;13.0
NABZUE;2022110713;21.6;361;16.2;0.0;7.6
NABZUE;2022110714;13.7;267;16.1;0.0;6.5
NABZUE;2022110715;13.0;110;15.7;0.0;5.8
NABZUE;2022110716;10.8;53;15.2;0.0;6.5
NABZUE;2022110717;10.4;0;13.2;0.0;3.2
NABZUE;2022110718;11.9;-2;12.4;0.0;7.2
NABZUE;2022110719;12.2;-2;11.7;0.0;7.6
NABZUE;2022110720;12.6;-2;11.2;0.0;7.2
NABZUE;2022110721;11.2;-2;10.0;0.0;4.7
NABZUE;2022110722;9.7;-2;9.1;0.0;4.3
NABZUE;2022110723;8.6;-2;8.5;0.0;4.3
NABZUE;2022110800;6.8;-1;7.7;0.0;2.9
NABZUE;2022110801;6.1;-1;7.2;0.0;3.2
NABZUE;2022110802;7.6;-1;6.9;0.0;4.3
NABZUE;2022110803;8.6;-1;6.5;0.0;5.4
NABZUE;2022110804;10.4;-1;6.2;0.0;5.4
NABZUE;2022110805;8.3;-1;5.8;0.0;3.2
NABZUE;2022110806;10.1;-1;5.9;0.0;4.3
NABZUE;2022110807;12.2;11;5.6;0.0;6.8
NABZUE;2022110808;13.3;112;5.4;0.0;5.0
NABZUE;2022110809;9.0;210;7.0;0.0;2.9
NABZUE;2022110810;15.1;190;9.3;0.0;6.5
NABZUE;2022110811;29.2;246;11.2;0.0;13.3
NABZUE;2022110812;24.8;195;12.4;0.0;11.9
NABZUE;2022110813;16.6;222;14.1;0.0;6.1
NABZUE;2022110814;13.0;188;14.9;0.0;6.1
NABZUE;2022110815;13.3;102;15.0;0.0;6.8
NABZUE;2022110816;10.8;28;14.0;0.0;5.0
NABZUE;2022110817;12.2;-1;13.2;0.0;5.8
NABZUE;2022110818;11.9;-1;12.1;0.0;5.0
NABZUE;2022110819;11.9;-2;11.7;0.0;6.1
NABZUE;2022110820;16.6;-2;10.9;0.0;7.6
NABZUE;2022110821;12.2;-1;10.6;0.0;4.7
NABZUE;2022110822;5.0;-1;9.3;0.0;2.2
NABZUE;2022110823;10.1;-1;8.9;0.0;3.2
NABZUE;2022110900;6.5;-1;8.6;0.0;2.9
NABZUE;2022110901;5.8;-1;8.1;0.0;2.9
NABZUE;2022110902;7.2;-1;7.9;0.0;2.9
NABZUE;2022110903;6.8;0;8.6;0.0;2.9
NABZUE;2022110904;8.6;0;9.0;0.0;4.0
