stn;time;fu3010h1;gre000h0;tre200h0;rre150h0;fu3010h0
NABZUE;2022010100;14.0;-2;6.1;0.0;6.8
NABZUE;2022010101;11.2;-2;5.9;0.0;6.1
NABZUE;2022010102;12.2;-2;5.6;0.0;4.7
NABZUE;2022010103;6.8;-2;4.6;0.0;2.5
NABZUE;2022010104;7.6;-2;4.5;0.0;4.3
NABZUE;2022010105;6.1;-1;4.2;0.0;2.5
NABZUE;2022010106;10.4;-2;4.0;0.0;5.0
NABZUE;2022010107;8.6;-1;3.9;0.0;3.2
NABZUE;2022010108;10.1;21;3.5;0.0;5.4
NABZUE;2022010109;6.8;119;3.3;0.0;4.3
NABZUE;2022010110;8.3;231;3.0;0.0;4.3
NABZUE;2022010111;7.2;300;5.4;0.0;4.0
NABZUE;2022010112;6.8;337;7.9;0.0;4.0
NABZUE;2022010113;10.4;299;9.2;0.0;6.8
NABZUE;2022010114;7.9;232;10.2;0.0;3.6
NABZUE;2022010115;6.5;138;10.9;0.0;3.2
NABZUE;2022010116;7.2;11;9.4;0.0;4.3
NABZUE;2022010117;7.2;-2;7.7;0.0;2.9
NABZUE;2022010118;6.8;-2;6.8;0.0;2.9
NABZUE;2022010119;9.0;-2;6.4;0.0;4.0
NABZUE;2022010120;8.3;-2;5.6;0.0;3.2
NABZUE;2022010121;5.8;-2;4.9;0.0;2.9
NABZUE;2022010122;6.8;-2;4.4;0.0;3.2
NABZUE;2022010123;7.9;-2;4.1;0.0;2.5
NABZUE;2022010200;7.6;-2;3.9;0.0;3.2
NABZUE;2022010201;6.8;-1;3.6;0.0;2.5
NABZUE;2022010202;4.7;-1;3.5;0.0;2.2
NABZUE;2022010203;9.4;-2;3.1;0.0;4.0
NABZUE;2022010204;6.1;-1;2.9;0.0;2.5
NABZUE;2022010205;6.1;-2;2.7;0.0;2.5
NABZUE;2022010206;5.0;-1;2.3;0.0;2.5
NABZUE;2022010207;6.1;-1;2.4;0.0;2.5
NABZUE;2022010208;8.3;23;2.5;0.0;2.9
NABZUE;2022010209;11.5;157;3.4;0.0;3.6
NABZUE;2022010210;14.4;102;4.9;0.0;6.8
NABZUE;2022010211;12.2;350;6.9;0.0;5.4
NABZUE;2022010212;11.2;160;9.5;0.0;5.8
NABZUE;2022010213;18.0;162;10.6;0.0;6.8
NABZUE;2022010214;15.8;88;10.0;0.0;6.5
NABZUE;2022010215;13.7;22;9.7;0.0;6.1
NABZUE;2022010216;15.5;3;9.7;0.0;4.0
NABZUE;2022010217;33.1;-2;12.6;0.0;12.2
NABZUE;2022010218;30.6;-1;12.3;0.0;9.0
NABZUE;2022010219;27.0;-1;10.7;0.0;6.8
NABZUE;2022010220;23.0;-1;11.3;0.0;6.5
NABZUE;2022010221;34.2;-2;12.0;0.0;12.2
NABZUE;2022010222;9.4;-1;10.3;0.0;3.6
NABZUE;2022010223;30.6;-1;11.2;0.0;9.4
NABZUE;2022010300;33.5;-2;12.3;0.0;14.4
NABZUE;2022010301;29.2;-2;11.7;0.0;11.9
NABZUE;2022010302;12.6;-1;10.6;0.0;5.8
NABZUE;2022010303;14.8;-1;10.3;0.0;5.8
NABZUE;2022010304;18.7;-1;10.7;0.0;7.2
NABZUE;2022010305;28.1;-1;10.9;0.0;10.4
NABZUE;2022010306;36.0;-1;11.3;0.0;13.0
NABZUE;2022010307;30.6;-1;11.2;0.0;10.4
NABZUE;2022010308;25.9;11;11.2;0.0;10.1
NABZUE;2022010309;28.4;53;11.4;0.0;10.8
NABZUE;2022010310;28.4;68;11.7;0.0;9.7
NABZUE;2022010311;23.8;77;11.8;0.0;8.3
NABZUE;2022010312;25.6;67;12.0;0.0;6.8
NABZUE;2022010313;29.9;117;12.1;0.0;8.3
NABZUE;2022010314;23.0;131;12.5;0.0;9.0
NABZUE;2022010315;20.9;44;12.5;0.0;9.0
NABZUE;2022010316;18.4;9;12.2;0.0;6.8
NABZUE;2022010317;25.2;-1;11.9;0.0;8.3
NABZUE;2022010318;21.6;-1;11.7;0.0;7.2
NABZUE;2022010319;34.6;-1;11.6;0.0;10.1
NABZUE;2022010320;24.5;-1;11.9;0.0;9.7
NABZUE;2022010321;25.6;-1;11.8;0.0;10.1
NABZUE;2022010322;21.2;-1;10.4;0.0;11.9
NABZUE;2022010323;23.0;-1;9.5;0.0;10.4
NABZUE;2022010400;39.6;-1;11.7;0.0;10.1
NABZUE;2022010401;28.1;-2;11.3;0.0;8.6
NABZUE;2022010402;24.1;-1;9.8;0.0;11.2
NABZUE;2022010403;43.2;-1;12.3;0.0;14.4
NABZUE;2022010404;41.8;-1;12.3;0.0;15.1
NABZUE;2022010405;44.3;-2;11.3;0.0;16.9
NABZUE;2022010406;33.8;-2;10.7;0.5;13.3
NABZUE;2022010407;41.8;-1;11.1;0.1;16.6
NABZUE;2022010408;33.1;12;11.2;0.0;13.3
NABZUE;2022010409;35.3;78;11.4;0.0;14.8
NABZUE;2022010410;34.6;154;12.2;0.0;14.8
NABZUE;2022010411;40.0;174;13.0;0.0;14.4
NABZUE;2022010412;32.4;222;14.4;0.0;11.2
NABZUE;2022010413;30.6;202;15.4;0.0;14.8
NABZUE;2022010414;35.6;53;15.5;0.0;17.3
NABZUE;2022010415;41.8;21;15.5;0.0;19.8
NABZUE;2022010416;46.8;2;15.8;0.0;20.2
NABZUE;2022010417;42.1;-1;15.6;0.0;18.0
NABZUE;2022010418;38.5;-1;13.8;0.0;13.7
NABZUE;2022010419;28.8;-1;11.7;0.0;11.9
NABZUE;2022010420;46.1;-1;10.5;0.0;19.8
NABZUE;2022010421;33.8;-1;9.7;0.0;18.0
NABZUE;2022010422;34.9;-1;8.8;0.0;12.2
NABZUE;2022010423;36.0;-2;7.4;2.5;20.2
NABZUE;2022010500;32.8;-1;5.4;2.8;15.1
NABZUE;2022010501;16.2;0;4.4;1.8;6.5
NABZUE;2022010502;16.9;-1;4.0;1.2;9.0
NABZUE;2022010503;20.5;-1;3.2;1.1;10.1
NABZUE;2022010504;32.8;-1;3.6;0.8;13.7
NABZUE;2022010505;33.5;-1;3.9;1.2;13.0
NABZUE;2022010506;37.1;-1;3.9;0.4;13.7
NABZUE;2022010507;39.6;-1;3.9;0.4;16.2
NABZUE;2022010508;32.8;4;3.8;0.0;14.4
NABZUE;2022010509;42.5;25;3.9;0.0;19.8
NABZUE;2022010510;40.0;33;3.4;0.0;19.4
NABZUE;2022010511;33.5;98;3.1;0.0;16.6
NABZUE;2022010512;28.4;106;3.2;0.0;13.3
NABZUE;2022010513;29.5;170;3.3;0.0;14.4
NABZUE;2022010514;33.1;156;3.3;0.0;13.0
NABZUE;2022010515;25.9;124;3.1;0.0;12.2
NABZUE;2022010516;20.5;12;2.5;0.0;10.8
NABZUE;2022010517;15.5;-2;1.9;0.0;7.6
NABZUE;2022010518;17.6;-2;1.5;0.0;6.8
NABZUE;2022010519;11.2;-2;1.3;0.0;4.3
NABZUE;2022010520;9.7;-2;1.0;0.0;5.4
NABZUE;2022010521;8.3;-1;1.1;0.0;4.7
NABZUE;2022010522;11.2;0;1.5;0.0;6.1
NABZUE;2022010523;11.9;0;1.6;0.0;6.8
NABZUE;2022010600;12.6;0;1.7;0.0;5.8
NABZUE;2022010601;16.6;0;1.4;0.0;6.8
NABZUE;2022010602;11.9;0;0.9;0.0;4.3
NABZUE;2022010603;9.4;0;1.0;0.0;4.0
NABZUE;2022010604;11.5;-1;0.9;0.2;5.4
NABZUE;2022010605;15.1;-1;0.4;0.2;6.8
NABZUE;2022010606;13.7;-1;0.7;0.0;8.6
NABZUE;2022010607;13.0;-1;0.7;0.0;6.8
NABZUE;2022010608;13.7;5;0.9;0.0;7.6
NABZUE;2022010609;12.2;27;1.3;0.0;5.8
NABZUE;2022010610;9.4;82;1.8;0.0;4.7
NABZUE;2022010611;10.8;78;1.7;0.2;4.7
NABZUE;2022010612;10.4;105;1.3;0.0;4.0
NABZUE;2022010613;9.4;67;1.8;0.0;5.0
NABZUE;2022010614;10.4;63;2.1;0.0;5.8
NABZUE;2022010615;11.5;50;2.4;0.0;4.3
NABZUE;2022010616;13.0;8;2.4;0.0;6.5
NABZUE;2022010617;11.9;-1;2.3;0.0;6.8
NABZUE;2022010618;8.6;-1;2.1;0.0;4.7
NABZUE;2022010619;7.9;0;2.0;0.0;3.6
NABZUE;2022010620;12.2;-2;1.6;0.0;3.6
NABZUE;2022010621;13.3;-2;0.8;0.0;5.0
NABZUE;2022010622;10.1;-1;0.6;0.0;4.0
NABZUE;2022010623;9.0;-1;0.5;0.0;5.0
NABZUE;2022010700;13.3;0;0.2;0.0;6.1
NABZUE;2022010701;14.0;0;-0.3;0.0;7.2
NABZUE;2022010702;9.7;-1;-0.3;0.0;5.0
NABZUE;2022010703;10.8;0;0.0;0.0;4.3
NABZUE;2022010704;14.4;0;0.6;0.0;4.3
NABZUE;2022010705;16.6;0;0.9;0.0;7.6
NABZUE;2022010706;13.3;-1;0.7;0.0;6.1
NABZUE;2022010707;13.7;-1;0.4;0.0;7.9
NABZUE;2022010708;15.8;12;0.4;0.0;9.0
NABZUE;2022010709;22.7;101;0.8;0.0;12.6
NABZUE;2022010710;24.8;177;1.5;0.0;11.2
NABZUE;2022010711;24.1;154;2.0;0.0;7.2
NABZUE;2022010712;21.2;158;2.4;0.0;9.0
NABZUE;2022010713;33.8;127;2.9;0.0;9.4
NABZUE;2022010714;30.6;27;1.5;0.5;8.6
NABZUE;2022010715;36.0;26;1.1;0.3;11.2
NABZUE;2022010716;23.8;6;1.4;0.1;8.3
NABZUE;2022010717;24.8;0;1.7;0.0;6.8
NABZUE;2022010718;18.4;-1;1.3;0.1;5.8
NABZUE;2022010719;31.7;-1;2.0;0.1;11.9
NABZUE;2022010720;36.7;-2;2.0;0.1;11.2
NABZUE;2022010721;28.8;-1;2.5;0.0;11.2
NABZUE;2022010722;25.6;-1;3.0;0.0;12.2
NABZUE;2022010723;27.7;-2;3.4;0.0;9.7
NABZUE;2022010800;24.5;-2;2.5;0.0;11.9
NABZUE;2022010801;25.6;-2;1.8;0.0;15.1
NABZUE;2022010802;22.0;-1;1.6;0.0;10.1
NABZUE;2022010803;28.4;-2;1.9;0.4;8.3
NABZUE;2022010804;38.2;-1;2.1;0.1;15.1
NABZUE;2022010805;48.2;-1;2.4;0.2;16.2
NABZUE;2022010806;43.2;-1;2.6;0.3;15.5
NABZUE;2022010807;38.5;-1;2.8;0.1;17.3
NABZUE;2022010808;39.2;8;2.7;0.0;16.9
NABZUE;2022010809;34.2;50;2.3;0.0;15.1
NABZUE;2022010810;21.6;142;2.7;0.0;8.6
NABZUE;2022010811;22.3;150;2.9;0.0;7.6
NABZUE;2022010812;25.9;198;3.5;0.0;9.0
NABZUE;2022010813;24.1;169;3.9;0.0;10.1
NABZUE;2022010814;32.4;113;4.3;0.0;11.2
NABZUE;2022010815;26.3;65;4.5;0.0;9.0
NABZUE;2022010816;18.0;14;4.2;0.0;9.0
NABZUE;2022010817;14.8;-1;3.5;0.0;7.6
NABZUE;2022010818;27.0;0;3.6;0.0;9.7
NABZUE;2022010819;25.2;-1;4.0;0.0;10.4
NABZUE;2022010820;25.6;-1;4.1;0.0;11.9
NABZUE;2022010821;22.7;-1;3.8;0.0;10.4
NABZUE;2022010822;16.9;-1;3.5;0.0;9.7
NABZUE;2022010823;14.0;0;3.3;0.0;6.1
NABZUE;2022010900;23.8;-1;3.5;0.3;9.0
NABZUE;2022010901;29.5;-2;3.5;0.0;12.6
NABZUE;2022010902;55.4;-1;3.8;1.2;15.8
NABZUE;2022010903;52.2;-2;5.0;0.6;18.0
NABZUE;2022010904;60.8;-1;4.8;0.7;22.3
NABZUE;2022010905;42.8;-1;3.7;2.1;16.6
NABZUE;2022010906;38.9;-1;3.2;1.1;15.5
NABZUE;2022010907;33.8;-1;3.3;0.1;15.1
NABZUE;2022010908;43.9;9;3.5;0.0;18.0
NABZUE;2022010909;42.8;83;3.9;0.0;15.8
NABZUE;2022010910;46.1;93;3.8;0.0;16.9
NABZUE;2022010911;37.4;137;3.7;0.0;13.7
NABZUE;2022010912;31.0;265;4.3;0.0;12.6
NABZUE;2022010913;31.0;88;3.3;0.4;11.2
NABZUE;2022010914;26.6;280;4.5;0.0;10.1
NABZUE;2022010915;33.5;83;4.8;0.0;12.2
NABZUE;2022010916;32.4;6;3.6;0.3;10.8
NABZUE;2022010917;16.9;-1;3.1;0.0;7.9
NABZUE;2022010918;13.7;-1;2.9;0.0;6.1
NABZUE;2022010919;14.8;0;3.1;0.0;8.3
NABZUE;2022010920;16.9;-1;2.7;0.2;8.3
NABZUE;2022010921;16.2;-1;2.3;0.7;9.0
NABZUE;2022010922;15.8;-1;1.6;1.8;5.4
NABZUE;2022010923;5.0;-1;0.4;4.9;2.9
NABZUE;2022011000;9.0;-1;0.5;1.8;4.0
NABZUE;2022011001;12.2;0;1.0;0.0;6.1
NABZUE;2022011002;11.5;0;1.1;0.2;6.1
NABZUE;2022011003;8.6;-1;0.7;1.1;5.0
NABZUE;2022011004;9.0;0;1.0;0.0;6.5
NABZUE;2022011005;9.0;0;1.3;0.0;6.1
NABZUE;2022011006;11.2;0;1.4;0.0;6.1
NABZUE;2022011007;12.2;0;1.4;0.0;6.1
NABZUE;2022011008;12.2;12;1.4;0.0;6.1
NABZUE;2022011009;13.0;77;1.7;0.0;6.5
NABZUE;2022011010;13.7;126;2.1;0.0;7.2
NABZUE;2022011011;14.0;122;2.1;0.0;7.9
NABZUE;2022011012;18.7;179;2.6;0.0;7.9
NABZUE;2022011013;17.3;194;3.1;0.0;6.1
NABZUE;2022011014;20.5;195;3.5;0.0;9.4
NABZUE;2022011015;21.6;67;3.2;0.1;8.6
NABZUE;2022011016;19.4;22;3.0;0.0;9.7
NABZUE;2022011017;19.8;-1;3.0;0.0;10.1
NABZUE;2022011018;16.9;-1;2.9;0.0;8.6
NABZUE;2022011019;18.4;-1;2.0;1.2;7.6
NABZUE;2022011020;18.7;-1;2.0;0.0;7.2
NABZUE;2022011021;16.2;0;2.4;0.0;7.2
NABZUE;2022011022;16.9;-1;2.4;0.0;6.1
NABZUE;2022011023;11.5;0;2.2;0.0;5.4
NABZUE;2022011100;16.6;0;1.8;0.0;6.1
NABZUE;2022011101;16.9;-1;1.3;0.0;5.4
NABZUE;2022011102;22.3;-1;1.4;0.0;10.1
NABZUE;2022011103;22.3;-2;1.2;0.0;10.1
NABZUE;2022011104;21.6;0;1.5;0.0;8.6
NABZUE;2022011105;11.9;0;1.5;0.0;6.1
NABZUE;2022011106;16.2;0;1.6;0.0;7.2
NABZUE;2022011107;19.4;0;2.2;0.0;7.9
NABZUE;2022011108;20.2;8;2.5;0.0;7.2
NABZUE;2022011109;17.6;62;2.6;0.0;6.1
NABZUE;2022011110;24.5;76;2.7;0.0;5.8
NABZUE;2022011111;23.0;90;3.0;0.0;7.2
NABZUE;2022011112;25.2;271;3.4;0.0;9.7
NABZUE;2022011113;32.4;215;3.9;0.0;14.0
NABZUE;2022011114;32.0;188;3.9;0.0;12.2
NABZUE;2022011115;28.4;39;3.3;0.0;12.2
NABZUE;2022011116;34.6;11;2.8;0.0;14.8
NABZUE;2022011117;25.6;-1;2.4;0.0;8.3
NABZUE;2022011118;15.8;-2;1.9;0.0;6.1
NABZUE;2022011119;15.1;0;1.9;0.0;7.2
NABZUE;2022011120;16.6;0;1.9;0.0;6.5
NABZUE;2022011121;14.4;0;2.2;0.0;4.3
NABZUE;2022011122;17.3;0;1.9;0.0;6.1
NABZUE;2022011123;18.4;0;1.7;0.0;7.6
NABZUE;2022011200;18.0;0;1.4;0.0;6.5
NABZUE;2022011201;18.7;0;1.1;0.0;7.2
NABZUE;2022011202;24.1;0;0.9;0.0;10.1
NABZUE;2022011203;21.2;0;0.6;0.0;8.3
NABZUE;2022011204;21.6;0;0.3;0.0;7.6
NABZUE;2022011205;27.4;0;0.4;0.0;11.9
NABZUE;2022011206;22.0;0;0.3;0.0;8.3
NABZUE;2022011207;18.0;0;0.3;0.0;6.8
NABZUE;2022011208;23.8;11;0.1;0.0;9.0
NABZUE;2022011209;22.3;50;0.1;0.0;10.4
NABZUE;2022011210;24.5;138;0.1;0.0;11.9
NABZUE;2022011211;22.0;278;0.2;0.0;10.8
NABZUE;2022011212;19.8;227;0.7;0.0;8.6
NABZUE;2022011213;22.7;335;1.3;0.0;9.7
NABZUE;2022011214;26.3;279;1.6;0.0;8.6
NABZUE;2022011215;25.2;151;1.4;0.0;8.3
NABZUE;2022011216;20.2;22;0.9;0.0;6.8
NABZUE;2022011217;19.8;-1;0.5;0.0;6.5
NABZUE;2022011218;18.0;-2;0.3;0.0;6.1
NABZUE;2022011219;13.3;-2;0.3;0.0;5.0
NABZUE;2022011220;11.9;-2;-0.3;0.0;4.3
NABZUE;2022011221;12.2;-2;-0.7;0.0;5.0
NABZUE;2022011222;14.0;-2;-1.1;0.0;8.3
NABZUE;2022011223;14.8;-1;-1.2;0.0;6.5
NABZUE;2022011300;11.9;-2;-1.5;0.0;4.3
NABZUE;2022011301;18.0;-1;-1.7;0.0;6.8
NABZUE;2022011302;16.6;-1;-1.8;0.0;7.2
NABZUE;2022011303;20.5;-1;-1.9;0.0;7.6
NABZUE;2022011304;15.8;0;-1.9;0.0;6.1
NABZUE;2022011305;16.6;-1;-2.1;0.0;6.8
NABZUE;2022011306;16.2;0;-2.3;0.0;5.4
NABZUE;2022011307;19.4;0;-2.3;0.0;6.8
NABZUE;2022011308;19.4;-;-2.4;0.0;7.6
NABZUE;2022011309;15.8;-;-2.4;0.0;6.1
NABZUE;2022011310;19.1;210;-1.9;0.0;9.0
NABZUE;2022011311;18.4;251;-1.2;0.0;7.2
NABZUE;2022011312;17.6;357;-0.3;0.0;7.2
NABZUE;2022011313;15.1;345;0.9;0.0;8.6
NABZUE;2022011314;18.4;275;1.7;0.0;7.6
NABZUE;2022011315;21.2;167;2.0;0.0;9.7
NABZUE;2022011316;14.8;32;1.9;0.0;5.0
NABZUE;2022011317;14.4;-1;1.4;0.0;4.7
NABZUE;2022011318;15.8;-1;1.1;0.0;7.2
NABZUE;2022011319;18.7;-2;0.9;0.0;9.0
NABZUE;2022011320;13.3;-1;0.6;0.0;4.7
NABZUE;2022011321;6.1;-2;0.1;0.0;2.5
NABZUE;2022011322;8.3;-1;0.0;0.0;4.3
NABZUE;2022011323;8.3;-1;-0.6;0.0;3.2
NABZUE;2022011400;5.4;-1;-1.0;0.0;2.9
NABZUE;2022011401;5.4;-1;-1.3;0.0;2.9
NABZUE;2022011402;5.0;-1;-1.5;0.0;2.2
NABZUE;2022011403;5.0;-1;-1.6;0.0;2.5
NABZUE;2022011404;6.1;-1;-1.8;0.0;3.2
NABZUE;2022011405;5.8;-1;-1.9;0.0;2.2
NABZUE;2022011406;6.5;-1;-1.8;0.0;3.6
NABZUE;2022011407;6.8;-1;-1.9;0.0;4.3
NABZUE;2022011408;6.8;25;-1.9;0.0;4.7
NABZUE;2022011409;6.8;130;-1.5;0.0;4.0
NABZUE;2022011410;10.4;245;-0.4;0.0;4.3
NABZUE;2022011411;12.6;329;0.9;0.0;4.7
NABZUE;2022011412;6.1;363;2.7;0.0;2.2
NABZUE;2022011413;11.2;333;3.8;0.0;4.7
NABZUE;2022011414;14.4;261;4.4;0.0;5.8
NABZUE;2022011415;11.2;153;4.2;0.0;6.8
NABZUE;2022011416;10.4;28;3.6;0.0;6.8
NABZUE;2022011417;11.2;-1;3.2;0.0;5.4
NABZUE;2022011418;9.4;-2;2.2;0.0;5.0
NABZUE;2022011419;8.6;-2;1.8;0.0;5.4
NABZUE;2022011420;9.0;-1;1.2;0.0;4.3
NABZUE;2022011421;6.5;-1;1.0;0.0;3.6
NABZUE;2022011422;7.9;-1;0.7;0.0;5.0
NABZUE;2022011423;8.6;-1;0.4;0.0;4.7
NABZUE;2022011500;11.5;-1;0.2;0.0;5.8
NABZUE;2022011501;10.4;-1;-0.3;0.0;6.5
NABZUE;2022011502;9.0;-1;-0.2;0.0;5.8
NABZUE;2022011503;13.0;-1;-0.5;0.0;6.5
NABZUE;2022011504;6.1;-1;-1.1;0.0;3.6
NABZUE;2022011505;6.8;-1;-1.2;0.0;4.0
NABZUE;2022011506;4.7;-1;-1.7;0.0;1.8
NABZUE;2022011507;5.8;-1;-1.5;0.0;2.2
NABZUE;2022011508;6.1;15;-1.4;0.0;3.2
NABZUE;2022011509;6.8;88;-1.4;0.0;4.3
NABZUE;2022011510;7.9;139;-0.7;0.0;2.9
NABZUE;2022011511;8.6;285;0.1;0.0;4.0
NABZUE;2022011512;11.5;345;1.6;0.0;5.0
NABZUE;2022011513;14.4;322;1.9;0.0;8.3
NABZUE;2022011514;15.1;257;2.1;0.0;7.9
NABZUE;2022011515;13.0;151;2.4;0.0;7.6
NABZUE;2022011516;14.8;29;2.0;0.0;7.6
NABZUE;2022011517;17.3;-1;1.2;0.0;9.0
NABZUE;2022011518;15.1;0;0.7;0.0;7.6
NABZUE;2022011519;14.8;0;0.3;0.0;7.2
NABZUE;2022011520;11.9;0;-0.1;0.0;4.7
NABZUE;2022011521;8.3;0;-0.4;0.0;3.6
NABZUE;2022011522;10.8;0;-0.5;0.0;3.6
NABZUE;2022011523;12.2;0;-1.2;0.0;6.8
NABZUE;2022011600;10.8;0;-1.5;0.0;5.8
NABZUE;2022011601;10.1;0;-1.5;0.0;6.1
NABZUE;2022011602;11.5;0;-1.8;0.0;5.4
NABZUE;2022011603;9.0;0;-1.7;0.0;4.3
NABZUE;2022011604;10.1;0;-1.6;0.0;4.3
NABZUE;2022011605;7.6;0;-1.5;0.0;3.2
NABZUE;2022011606;10.1;0;-1.5;0.0;4.7
NABZUE;2022011607;10.1;0;-1.7;0.0;3.6
NABZUE;2022011608;12.2;12;-1.4;0.0;3.2
NABZUE;2022011609;11.2;58;-1.3;0.0;4.3
NABZUE;2022011610;14.0;199;-0.7;0.0;5.8
NABZUE;2022011611;19.4;348;0.9;0.0;8.3
NABZUE;2022011612;15.8;380;2.5;0.0;6.8
NABZUE;2022011613;22.0;376;3.3;0.0;11.9
NABZUE;2022011614;19.8;291;4.0;0.0;7.6
NABZUE;2022011615;16.2;139;4.1;0.0;8.3
NABZUE;2022011616;13.3;37;3.1;0.0;6.1
NABZUE;2022011617;7.6;0;2.7;0.0;2.5
NABZUE;2022011618;13.0;-1;2.4;0.0;5.8
NABZUE;2022011619;11.5;-1;2.2;0.0;4.3
NABZUE;2022011620;10.1;-1;2.3;0.0;5.0
NABZUE;2022011621;9.7;-1;2.0;0.0;4.3
NABZUE;2022011622;13.0;0;1.4;0.0;5.0
NABZUE;2022011623;12.6;0;1.5;0.0;6.5
NABZUE;2022011700;12.2;0;1.4;0.0;5.8
NABZUE;2022011701;6.8;0;1.7;0.0;2.5
NABZUE;2022011702;9.0;0;2.3;0.0;2.9
NABZUE;2022011703;13.0;0;2.1;0.0;5.0
NABZUE;2022011704;12.6;0;2.3;0.0;5.8
NABZUE;2022011705;19.4;0;2.7;0.0;10.4
NABZUE;2022011706;24.1;-1;2.6;0.0;13.0
NABZUE;2022011707;11.9;-1;2.3;0.0;5.0
NABZUE;2022011708;12.6;25;2.0;0.0;5.8
NABZUE;2022011709;11.5;150;2.0;0.0;4.0
NABZUE;2022011710;15.1;274;3.4;0.0;4.7
NABZUE;2022011711;18.4;410;5.3;0.0;8.3
NABZUE;2022011712;22.0;377;6.4;0.0;13.3
NABZUE;2022011713;22.3;434;6.6;0.0;14.0
NABZUE;2022011714;21.6;213;6.4;0.0;11.2
NABZUE;2022011715;18.7;142;6.4;0.0;7.6
NABZUE;2022011716;16.2;39;6.1;0.0;7.9
NABZUE;2022011717;14.8;1;5.6;0.0;7.6
NABZUE;2022011718;12.6;0;5.2;0.0;7.9
NABZUE;2022011719;9.7;0;4.9;0.0;5.0
NABZUE;2022011720;7.9;-1;4.7;0.0;4.0
NABZUE;2022011721;9.4;-1;4.5;0.0;4.0
NABZUE;2022011722;6.5;-1;4.3;0.0;3.2
NABZUE;2022011723;12.2;-2;3.7;0.0;4.7
NABZUE;2022011800;8.6;-2;3.0;0.0;5.4
NABZUE;2022011801;8.6;-2;2.4;0.0;4.3
NABZUE;2022011802;6.5;-2;1.7;0.0;3.6
NABZUE;2022011803;9.4;-2;1.3;0.0;4.0
NABZUE;2022011804;9.4;-1;0.8;0.0;5.8
NABZUE;2022011805;12.6;-1;0.7;0.0;5.4
NABZUE;2022011806;7.9;-1;1.0;0.0;4.7
NABZUE;2022011807;12.2;-1;1.2;0.0;7.9
NABZUE;2022011808;14.0;24;1.4;0.0;7.9
NABZUE;2022011809;15.8;173;2.6;0.0;5.0
NABZUE;2022011810;22.3;147;3.5;0.0;6.8
NABZUE;2022011811;15.5;80;4.0;0.0;6.1
NABZUE;2022011812;23.0;171;4.6;0.0;7.9
NABZUE;2022011813;31.0;175;4.9;0.0;11.5
NABZUE;2022011814;24.1;113;5.0;0.0;8.6
NABZUE;2022011815;27.4;64;4.9;0.0;11.2
NABZUE;2022011816;31.3;16;4.5;0.0;13.3
NABZUE;2022011817;24.5;-1;4.4;0.0;11.2
NABZUE;2022011818;26.3;-2;4.0;0.0;10.1
NABZUE;2022011819;33.1;-2;3.7;0.0;10.4
NABZUE;2022011820;16.6;-2;3.2;0.0;6.1
NABZUE;2022011821;10.4;-2;2.8;0.0;4.0
NABZUE;2022011822;9.7;-2;2.4;0.0;4.0
NABZUE;2022011823;9.0;0;2.5;0.0;4.3
NABZUE;2022011900;7.2;0;2.6;0.0;3.6
NABZUE;2022011901;11.2;0;2.5;0.0;5.0
NABZUE;2022011902;10.8;0;2.7;0.0;4.7
NABZUE;2022011903;16.9;-1;2.6;0.0;7.6
NABZUE;2022011904;13.3;-1;2.3;0.0;6.5
NABZUE;2022011905;13.7;-1;2.0;0.0;8.3
NABZUE;2022011906;16.2;-1;1.8;0.0;8.6
NABZUE;2022011907;12.6;0;1.6;0.0;6.1
NABZUE;2022011908;13.0;22;1.3;0.0;7.2
NABZUE;2022011909;13.0;84;1.1;0.0;6.5
NABZUE;2022011910;16.6;257;1.7;0.0;5.8
NABZUE;2022011911;12.2;351;2.6;0.0;5.0
NABZUE;2022011912;15.5;237;3.8;0.0;7.2
NABZUE;2022011913;22.0;225;4.2;0.0;9.4
NABZUE;2022011914;21.2;278;4.6;0.0;10.1
NABZUE;2022011915;19.1;133;4.3;0.0;7.9
NABZUE;2022011916;20.5;20;4.2;0.0;9.0
NABZUE;2022011917;24.5;0;3.8;0.0;13.3
NABZUE;2022011918;25.6;0;3.2;0.0;11.9
NABZUE;2022011919;15.1;0;3.2;0.0;6.5
NABZUE;2022011920;13.0;0;3.3;0.0;5.4
NABZUE;2022011921;13.3;0;3.6;0.0;6.1
NABZUE;2022011922;14.8;0;3.4;0.0;7.9
NABZUE;2022011923;10.4;0;3.2;0.0;4.7
NABZUE;2022012000;11.2;0;3.5;0.0;4.0
NABZUE;2022012001;21.2;-1;3.7;0.0;7.2
NABZUE;2022012002;22.0;0;3.5;0.0;7.9
NABZUE;2022012003;20.2;-1;3.3;0.0;9.0
NABZUE;2022012004;20.5;-1;2.3;0.1;7.9
NABZUE;2022012005;20.9;-1;2.1;0.1;6.1
NABZUE;2022012006;17.3;-1;2.4;0.0;4.7
NABZUE;2022012007;24.1;0;2.5;0.0;7.6
NABZUE;2022012008;20.2;5;2.7;0.0;8.3
NABZUE;2022012009;21.2;15;2.8;0.0;10.1
NABZUE;2022012010;22.7;31;2.6;0.1;9.7
NABZUE;2022012011;21.6;65;2.8;0.0;10.4
NABZUE;2022012012;23.0;100;3.2;0.0;10.4
NABZUE;2022012013;22.0;107;3.9;0.0;11.9
NABZUE;2022012014;21.2;121;3.9;0.0;9.7
NABZUE;2022012015;19.4;90;4.0;0.0;8.3
